RING NO.,SPECIES,HISTORY,SEX,BILL,HEAD,TARSUS,WING,WEIGHT,DATE,TIME,LOCATION,YEAR
AA0296,M. hauxwelli,0,3,,,,49,,30-Jul,7,Sacha Huasi,2004
GG,P. malaris,0,5,,,,66,7.1,30-Jul,7,Sacha Huasi,2004
B0098,T. caesius,0,4,,,,70,17.2,30-Jul,7,Sacha Huasi,2004
B0099,T. caesius,0,3,,,,68,17,30-Jul,7,Sacha Huasi,2004
AA0303,M. barbatus,0,4,,,,61,9.8,30-Jul,9,Sacha Huasi,2004
C1253,P. erythroptera,0,4,,,,90,54.5,30-Jul,9,Sacha Huasi,2004
AA0300,H. ochraceiceps,0,1,,,,55,8.6,30-Jul,10,Sacha Huasi,2004
AA0301,H. ochraceiceps,0,5,,,,64,11.5,30-Jul,10,Sacha Huasi,2004
AA0302,H. ochraceiceps,0,5,,,,57,11.2,30-Jul,10,Sacha Huasi,2004
WG,P. malaris,0,5,,,,62,6.3,30-Jul,10,Sacha Huasi,2004
AA0304,L. coronata,0,3,,,,59,7.7,30-Jul,11,Sacha Huasi,2004
AA0295,G. spirurus,1,,,,,,13.5,31-Jul,8,Sacha Huasi,2004
C1254,M. campanisona,0,5,,,,81,42.2,31-Jul,8,Sacha Huasi,2004
A0312,T. schistaceus,0,3,,,,65,22.1,31-Jul,8,Sacha Huasi,2004
A0306,G. spirurus,0,5,,,,70,15,31-Jul,9,Sacha Huasi,2004
AA0305,G. spirurus,0,5,,,,65,13.1,31-Jul,9,Sacha Huasi,2004
B0096,H. ochrolaemus,1,,,,,,41,31-Jul,9,Sacha Huasi,2004
B0100,L. fulvus,0,4,,,,87,34.5,31-Jul,9,Sacha Huasi,2004
A0313,M. myotherinus,0,3,,,,69,39.5,31-Jul,9,Sacha Huasi,2004
AA0307,G. spirurus,0,5,,,,73,14.7,31-Jul,10,Sacha Huasi,2004
A0275,P. albifrons,1,5,,,,,18.5,31-Jul,10,Sacha Huasi,2004
AA0308,G. spirurus,0,0,13.5,29.9,17.3,75,14.6,17-Jun,7,San Jose,2005
A0314,M. myotherinus,0,6,18.6,36.8,24.1,64,20.5,17-Jun,7,San Jose,2005
AA0310,M. oleagineus,0,0,12,29.1,13.1,64,10.6,17-Jun,8,San Jose,2005
AA0309,M. regulus,0,4,9.9,25.7,14.1,52,10.5,17-Jun,8,San Jose,2005
HBA43801,P. malaris,0,0,45.5,59.9,,63,6.6,17-Jun,9,San Jose,2005
C1256,G. montana,0,4,19.35,43.1,25.4,139,130,18-Jun,6,San Jose,2005
A0315,P. filicauda,0,4,13.1,31,16.5,64,14.2,18-Jun,6,San Jose,2005
C1255,T. albicollis,0,1,18.3,43.8,30.2,107,53,18-Jun,6,San Jose,2005
A0398,D. cincta,0,3,18.7,36.6,20,59,14.2,18-Jun,7,San Jose,2005
HBA43802,E. condamini,0,5,28,40.6,,72,11.7,18-Jun,7,San Jose,2005
AA0311,L. coronata,0,4,11.3,27.7,12.8,59,9.7,18-Jun,8,San Jose,2005
A0317,C. holochlora,0,5,11.8,29.9,14.7,72,16.1,18-Jun,10,San Jose,2005
A0316,M. manacus,0,4,12.6,30.4,19.2,55,16.5,18-Jun,10,San Jose,2005
B0101,C. aurita,0,4,16.8,36.5,24.3,69,25.2,21-Jun,9,San Jose,2005
A0318,H. cantator,0,3,15.1,34.4,17.6,55,12.6,21-Jun,9,San Jose,2005
AA0312,L. coronata,0,4,9.1,25.5,14.4,62,,21-Jun,9,San Jose,2005
B0102,D. fuliginosa,0,1,29.7,50,26.4,107,41.5,21-Jun,11,San Jose,2005
A0319,H. naevia,0,3,19.8,33.7,23.8,66,13.8,21-Jun,11,San Jose,2005
A0320,P. albifrons,0,4,17.1,34.8,23.7,69,21.4,22-Jun,7,San Jose,2005
A0321,P. filicauda,0,3,11.8,28.4,16.1,64,12.6,22-Jun,7,San Jose,2005
HBA43803,P. malaris,0,0,43,59.7,,60,6.1,22-Jun,7,San Jose,2005
B0103,C. aurita,0,4,13.6,37.6,28.2,64,21.4,22-Jun,8,San Jose,2005
AA0313,L. coronata,0,3,9.4,25.8,16.8,59,9.5,22-Jun,8,San Jose,2005
A0322,P. filicauda,0,3,11.5,29.3,15.4,66,14.5,22-Jun,8,San Jose,2005
C1257,T. albicollis,0,5,19.2,42.7,31.9,99,48,22-Jun,8,San Jose,2005
B0104,H. rubica,0,4,17.6,34.7,22.4,89,34.5,23-Jun,8,San Jose,2005
HB A43804,P. bourcieri,0,5,33.6,45.3,,56,4.4,23-Jun,8,San Jose,2005
HBA43805,P. malaris,0,5,45.4,61.2,,67,7.1,23-Jun,8,San Jose,2005
HBA43806,P. malaris,0,5,46.7,61.1,,60,6.7,23-Jun,8,San Jose,2005
A0323,T. caesius,0,3,17.2,34.5,19.6,70,17.6,23-Jun,8,San Jose,2005
AA0314,L. coronata,0,3,9.1,24.9,14.1,64,8.5,23-Jun,9,San Jose,2005
AA0315,L. coronata,0,4,9.1,25.2,16.1,59,9.5,23-Jun,9,San Jose,2005
A0324,P. filicauda,0,3,10.6,29.9,19.7,65,,23-Jun,9,San Jose,2005
HBA43807,P. malaris,0,5,49.5,61,,66,7.5,23-Jun,9,San Jose,2005
HBA43808,T. furcata,0,3,19.7,35,,57,4.9,23-Jun,9,San Jose,2005
AA0317,G. spirurus,0,5,13.2,29.5,15.7,67,13.2,23-Jun,11,San Jose,2005
AA0316,M. olivaceus,0,5,13.4,29.4,16.3,61,12,23-Jun,11,San Jose,2005
A0326,P. erythrocephala,0,4,11.7,28.8,13.8,60,13.2,23-Jun,11,San Jose,2005
A0325,P. filicauda,0,3,11,29.8,15.7,65,14,23-Jun,11,San Jose,2005
HBA43810,P. malaris,0,5,44.8,63.3,,61,6.9,23-Jun,11,San Jose,2005
C1258,B. capensis,0,5,33,62.5,22,86,64.5,24-Jun,9,San Jose,2005
B0105,G. leucaspis,0,5,19.4,31.9,26.2,78,33,24-Jun,9,San Jose,2005
AA0319,L. coronata,0,4,10.2,26.6,15.3,59,10,24-Jun,9,San Jose,2005
AA0318,M. oleagineus,0,5,10.3,28.7,15.9,58,10.9,24-Jun,9,San Jose,2005
A0327,P. erythrocephala,0,4,10.3,29.8,16.5,62,14.5,24-Jun,9,San Jose,2005
A0328,H. naevia,0,3,17.7,35.2,21.8,64,15.5,24-Jun,10,San Jose,2005
A0329,H. naevia,0,3,14.9,33.3,23.3,62,15,24-Jun,10,San Jose,2005
AA0320,M. oleagineus,0,5,11.3,29.5,14.4,57,9.5,24-Jun,10,San Jose,2005
A0330,P. albifrons,0,5,15.5,35.2,23.9,75,,24-Jun,11,San Jose,2005
HBA34812,G. hirsuta,0,3,31.5,46.5,,66,7.7,25-Jun,7,San Jose,2005
B0105,G. leucaspis,1,5,,,,,24.4,25-Jun,7,San Jose,2005
AA0322,G. spirurus,0,5,13.1,27.6,17.7,72,14.8,25-Jun,7,San Jose,2005
AA0321,M. erythrura,0,4,14.2,29.4,15.8,53,,25-Jun,7,San Jose,2005
HBA34811,P. malaris,0,5,43.5,58.2,,65,5.6,25-Jun,7,San Jose,2005
HBA43813,P. malaris,0,5,43,59,,59,7.4,25-Jun,7,San Jose,2005
B0106,P. melanosticta,0,4,19.6,38.4,26.7,74,27.9,25-Jun,7,San Jose,2005
A0332,C. torquata,0,5,16,33.6,25.4,61,15,25-Jun,8,San Jose,2005
HBA43814,E. condamini,0,5,30.6,41.6,,72,10,25-Jun,8,San Jose,2005
AA0324,G. spirurus,0,5,12.7,28.8,18.2,69,13.5,25-Jun,8,San Jose,2005
A0331,H. naevia,0,3,15.6,33,23,66,14.5,25-Jun,8,San Jose,2005
A0333,H. naevia,0,3,14.4,32.3,25.3,59,15.5,25-Jun,8,San Jose,2005
AA0325,L. coronata,0,4,9.5,25.9,13.6,58,9,25-Jun,8,San Jose,2005
AA0323,M. regulus,0,4,8.8,25.4,17.8,55,10.5,25-Jun,8,San Jose,2005
HBA43815,P. malaris,0,5,32.8,53.2,,65,7.4,25-Jun,8,San Jose,2005
A0334,P. erythrocephala,0,2,11,27.6,12.6,64,12.5,25-Jun,9,San Jose,2005
BA43816,P. malaris,0,5,47.4,63.1,,66,7.6,25-Jun,9,San Jose,2005
B0107,S. caudacutus,0,1,22.8,47.2,19.8,89,38,25-Jun,9,San Jose,2005
AA0326,G. spirurus,0,5,12.4,29.1,14.5,72,13,25-Jun,10,San Jose,2005
HBA43817,P. malaris,0,5,39.7,51.2,,61,6.4,25-Jun,10,San Jose,2005
B0108,T. surinamus,0,3,14.2,33.6,16.6,82,19,25-Jun,11,San Jose,2005
B0109,T. surinamus,0,4,11.8,33.2,18.9,79,19.2,25-Jun,11,San Jose,2005
AA0327,G. spirurus,0,5,12.4,28.8,13.8,64,13,27-Jun,6,San Jose,2005
AA0330,G. spirurus,0,5,13.2,30.8,13.4,73,14,27-Jun,6,San Jose,2005
AA0328,L. coronata,0,4,10.1,25.1,12.8,62,8.5,27-Jun,6,San Jose,2005
AA0329,L. coronata,0,4,7.7,25.7,15.7,58,9.5,27-Jun,6,San Jose,2005
A0335,P. erythrocephala,0,4,9.2,28.8,15.4,64,7.5,27-Jun,6,San Jose,2005
A0337,H. leucostica,0,5,12.2,31.9,22.9,59,15,27-Jun,7,San Jose,2005
AA0331,M. axillaris,0,3,15.3,30.1,16.7,55,8,27-Jun,7,San Jose,2005
AA0332,M. axillaris,0,4,14.5,34.4,13.8,59,8,27-Jun,7,San Jose,2005
A0336,P. erythrocephala,0,3,8.8,25.2,15,60,11,27-Jun,7,San Jose,2005
C1259,T. albicollis,0,5,21.4,46.1,29,104,50.5,27-Jun,7,San Jose,2005
B0110,G. leucaspis,0,3,24.9,38.3,27.4,76,27.5,27-Jun,8,San Jose,2005
A0338,H. naevia,0,5,15.7,33.6,20.3,59,14.5,27-Jun,8,San Jose,2005
AA0333,L. coronata,0,3,9.1,24.7,12.7,61,8,27-Jun,8,San Jose,2005
AA0336,L. coronata,0,4,10.7,22.3,12.4,59,105,27-Jun,8,San Jose,2005
AA0334,M. axillaris,0,3,13.3,30.7,13.8,55,9.5,27-Jun,8,San Jose,2005
AA0335,M. regulus,0,4,9.4,26.2,15.6,52,10.5,27-Jun,8,San Jose,2005
A0339,P. erythrocephala,0,3,8.8,37.3,13.5,63,13,27-Jun,8,San Jose,2005
HBA43818,P. malaris,0,5,43,52.8,,61,6.7,27-Jun,8,San Jose,2005
C1260,T. albicollis,0,1,13,43.2,28,104,49.5,27-Jun,8,San Jose,2005
B0111,C. cyanoides,0,3,18.4,36,17.8,75,26,27-Jun,9,San Jose,2005
AA0337,M. oleagineus,0,5,12.1,28.9,12.9,60,11,27-Jun,9,San Jose,2005
AA0338,M. oleagineus,0,5,12.1,28.5,10.6,64,11,27-Jun,10,San Jose,2005
HBA43819,P. malaris,0,5,35.1,50.8,,58,7.3,27-Jun,10,San Jose,2005
HBA43820,P. malaris,0,5,49.3,59,,63,6.5,27-Jun,10,San Jose,2005
A0340,P. erythrocephala,0,6,12.2,28.9,13.6,64,14.4,27-Jun,11,San Jose,2005
A0341,H. poecilinota,0,3,16.1,37.6,24.2,67,19,28-Jun,6,San Jose,2005
AA0339,L. coronata,0,3,8.6,24.8,16.2,60,8.5,28-Jun,7,San Jose,2005
AA0340,M. sunensis,0,3,13.1,27.8,15.4,54,8.1,28-Jun,7,San Jose,2005
B0112,R. ruficaudatus,0,5,21.6,45.4,22.2,92,42.8,28-Jun,7,San Jose,2005
A0342,C. arada,0,5,18.1,38.3,22.8,64,22.5,28-Jun,8,San Jose,2005
A0343,H. leucostica,0,5,15.9,33.9,20.8,52,16.5,28-Jun,8,San Jose,2005
AA0341,L. coronata,0,4,10.3,27,13.6,60,11,28-Jun,8,San Jose,2005
AA0342,L. coronata,0,4,9.7,25.4,15.1,58,10,28-Jun,8,San Jose,2005
B0113,X. ocellatus,0,5,34.3,57.2,19.4,96,36.5,28-Jun,8,San Jose,2005
A0395,P. albifrons,0,5,14.3,36.1,23.5,69,20.6,01-Jul,9,Sacha Huasi,2005
A0346,C. nigrescens,0,3,17.6,35.7,16.7,70,18.5,02-Jul,7,Sacha Huasi,2005
A0344,H. poecilinota,0,4,19.8,38.2,22.8,64,18.7,02-Jul,7,Sacha Huasi,2005
A0345,H. poecilinota,0,4,16.3,36.2,21.5,66,18.6,02-Jul,7,Sacha Huasi,2005
AA0343,L. coronata,0,4,10.1,26.5,13.5,59,9.8,02-Jul,7,Sacha Huasi,2005
A0348,C. holochlora,0,5,12.5,30,14.5,73,14.6,02-Jul,8,Sacha Huasi,2005
A0350,C. pareola,0,4,10.2,31.7,19.5,68,,02-Jul,8,Sacha Huasi,2005
AA0344,G. spirurus,0,5,12.6,28.8,15.2,66,13.4,02-Jul,8,Sacha Huasi,2005
AA0346,L. coronata,0,4,8.3,26.5,15.8,58,9.5,02-Jul,8,Sacha Huasi,2005
A0349,M. manacus,0,4,10.9,29.9,17.5,55,17,02-Jul,8,Sacha Huasi,2005
AA0345,M. regulus,0,4,8.2,25.5,15.5,53,9,02-Jul,8,Sacha Huasi,2005
HBA43821,P. bourcieri,0,5,32.8,41.9,,60,4,02-Jul,8,Sacha Huasi,2005
A0347,P. erythrocephala,0,4,11.7,30,13.2,60,12.6,02-Jul,8,Sacha Huasi,2005
B0115,P. ruficaudatus,0,5,21.4,44.6,21.4,90,35.5,02-Jul,8,Sacha Huasi,2005
B0114,X. ocellatus,0,5,32.8,58.2,20,92,37,02-Jul,8,Sacha Huasi,2005
HBA43824,P. bourcieri,0,5,30.8,45.5,,57,4.5,02-Jul,9,Sacha Huasi,2005
A0351,T. caesius,0,4,18.2,35.3,17.3,70,17.5,02-Jul,9,Sacha Huasi,2005
HBA43822,T. furcata,0,4,21.1,35.1,,54,4,02-Jul,9,Sacha Huasi,2005
HBA43823,T. niger,0,3,31.2,48.4,,64,6,02-Jul,9,Sacha Huasi,2005
A0352,C. holochlora,0,5,10.5,28.8,16.3,71,14,02-Jul,10,Sacha Huasi,2005
AA0347,M. axillaris,0,3,15.2,30.1,15.9,53,9.1,02-Jul,10,Sacha Huasi,2005
B0116,P. pyrrhodes,0,5,17.8,38.7,19.6,83,28.2,02-Jul,10,Sacha Huasi,2005
A0354,T. ardesiacus,0,3,16.9,37.1,18.2,75,18.3,02-Jul,10,Sacha Huasi,2005
A0353,T. caesius,0,3,16.8,36.4,17.1,70,17.5,02-Jul,10,Sacha Huasi,2005
AA0348,L. coronata,0,3,9.5,24.8,13.3,62,7.8,02-Jul,11,Sacha Huasi,2005
AA0349,M. hauxwelli,0,4,14.1,31.7,21,52,11.5,03-Jul,6,Sacha Huasi,2005
AA0350,M. hauxwelli,0,3,13.7,30.2,18.7,52,10.7,03-Jul,6,Sacha Huasi,2005
A0355,A. ochrolaemus,0,5,22.1,44.6,24.8,92,32.5,03-Jul,7,Sacha Huasi,2005
AA0351,G. spirurus,0,5,11.4,29.2,16.4,65,3.5,03-Jul,7,Sacha Huasi,2005
A0356,M. manacus,0,4,11,28.8,18.4,55,14,03-Jul,7,Sacha Huasi,2005
A0359,C. holochlora,0,5,12.2,30.8,15,68,14.3,03-Jul,8,Sacha Huasi,2005
AA0352,G. spirurus,0,5,13.4,31.8,15.8,74,14,03-Jul,8,Sacha Huasi,2005
AA0353,L. coronata,0,4,10.1,25.2,13.8,61,8.3,03-Jul,8,Sacha Huasi,2005
A0358,M. myotherinus,0,4,16.3,36.9,27.1,65,22,03-Jul,8,Sacha Huasi,2005
C1261,T. albicollis,0,5,21.1,45.3,29,102,52,03-Jul,8,Sacha Huasi,2005
A0357,T. caesius,0,4,13.3,35,16.2,70,18.6,03-Jul,8,Sacha Huasi,2005
B0117,X. guttatus,0,5,40.8,67.3,26.2,125,66,03-Jul,8,Sacha Huasi,2005
B0018,A. melanopezus,0,5,22.6,48.4,24.9,87,39.5,03-Jul,9,Sacha Huasi,2005
A0361,C. torquata,0,5,12,34.1,25.3,71,17.3,03-Jul,9,Sacha Huasi,2005
AA0354,G. spirurus,0,3,12.3,29.2,16.1,71,12.7,03-Jul,9,Sacha Huasi,2005
A0360,T. caesius,0,3,19.2,37.1,16.3,71,18.8,03-Jul,9,Sacha Huasi,2005
A0362,H. leucostica,0,5,18.7,38,22,58,15.9,03-Jul,10,Sacha Huasi,2005
D0013,M. gilvicollis,0,5,14.5,52,61.3,167,279.5,03-Jul,10,Sacha Huasi,2005
B0019,P. ruficaudatus,0,3,19.7,45.2,24,98,39,03-Jul,10,Sacha Huasi,2005
B0120,X. guttatus,0,5,41.2,70.1,23.3,122,72,03-Jul,10,Sacha Huasi,2005
C1262,B. capensis,0,5,33.8,62.2,16.5,82,58.5,03-Jul,11,Sacha Huasi,2005
B0121,P. ruficaudatus,0,5,20.8,44.3,23.2,89,35,04-Jul,7,Sacha Huasi,2005
A0363,T. caesius,0,4,16.8,34.5,16.6,70,16.4,04-Jul,7,Sacha Huasi,2005
HBA43825,P. malaris,0,5,42.7,55.4,,61,5.5,04-Jul,8,Sacha Huasi,2005
AA0355,G. spirurus,0,5,12.3,29.3,16.2,69,12.5,04-Jul,9,Sacha Huasi,2005
HBA43826,P. malaris,0,5,47,57.2,,64,6.4,04-Jul,9,Sacha Huasi,2005
B0122,A. melanopezus,0,5,21.6,44.6,22.3,88,32.9,05-Jul,8,Sacha Huasi,2005
A0365,H. leucostica,0,5,12.7,33.6,22.8,51,15,05-Jul,8,Sacha Huasi,2005
A0364,H. naevia,0,3,15.7,34.5,20,61,13.5,05-Jul,8,Sacha Huasi,2005
AA0356,G. spirurus,0,5,12.6,29.1,16.3,68,14,05-Jul,9,Sacha Huasi,2005
AA0392,M. regulus,0,4,8,25.5,16.7,53,10,05-Jul,9,Sacha Huasi,2005
AA0358,L. coronata,0,4,9.3,25.2,14.4,59,9,05-Jul,10,Sacha Huasi,2005
AA0357,M. axillaris,0,4,14.8,30.1,14.4,52,8.5,05-Jul,10,Sacha Huasi,2005
A0366,P. erythrocephala,0,4,12.7,29.4,13.1,63,12.6,05-Jul,10,Sacha Huasi,2005
A0367,P. filicauda,0,4,12.3,30.7,14.6,66,15.4,05-Jul,10,Sacha Huasi,2005
AA0360,G. spirurus,0,5,12.7,29.6,15.3,66,13.1,07-Jul,8,Sacha Huasi,2005
AA0260,L. coronata,1,3,8.3,24.9,16,59,8.5,07-Jul,8,Sacha Huasi,2005
AA0290,L. coronata,1,3,9.7,24.2,14.1,61,7.9,07-Jul,8,Sacha Huasi,2005
AA0359,M. hauxwelli,0,4,12.7,30.6,21.4,53,,07-Jul,8,Sacha Huasi,2005
A0368,M. manacus,0,4,12.6,31.4,16.8,54,15.5,07-Jul,8,Sacha Huasi,2005
A0370,P. erythrocephala,0,4,11.5,30.2,14.5,64,14,07-Jul,8,Sacha Huasi,2005
HBA43827,P. malaris,0,5,45,57,,62,6,07-Jul,8,Sacha Huasi,2005
HBA43828,P. malaris,0,5,43.9,58,,62,6.5,07-Jul,8,Sacha Huasi,2005
A0369,T. caesius,0,3,,,,,,07-Jul,8,Sacha Huasi,2005
,H. poecilinota,0,4,18.2,37.1,22.6,68,17.6,07-Jul,9,Sacha Huasi,2005
HBA43829,P. malaris,0,5,44.8,51.5,,60,6.5,07-Jul,9,Sacha Huasi,2005
HBA43830,P. malaris,0,5,43.8,59.1,,63,7,07-Jul,9,Sacha Huasi,2005
A0276,H. poecilinota,1,3,13,37,21.4,67,17.5,07-Jul,10,Sacha Huasi,2005
B0123,T. surinamus,0,3,15.5,33.8,15.9,79,18.7,07-Jul,10,Sacha Huasi,2005
AA0362,B. fulvicauda,0,5,13.4,29.9,21,61,12.6,07-Jul,11,Sacha Huasi,2005
AA0363,M. oleagineus,0,5,12.6,28.4,14.8,55,10,07-Jul,11,Sacha Huasi,2005
AA0361,M. regulus,0,4,8.8,25.7,12.3,55,10,07-Jul,11,Sacha Huasi,2005
A0371,P. erythrocephala,0,4,12.2,28.5,12.3,62,13.5,07-Jul,11,Sacha Huasi,2005
AA0366,G. spirurus,0,5,11.4,29.3,17.8,67,13,08-Jul,8,Sacha Huasi,2005
AA0365,L. coronata,0,4,10.2,25.5,15.1,59,9.2,08-Jul,8,Sacha Huasi,2005
HBA43831,E. condamini,0,5,29.7,42.8,,72,12.5,08-Jul,9,Sacha Huasi,2005
AA0367,L. coronata,0,3,8.2,24.7,16.2,61,8.5,08-Jul,9,Sacha Huasi,2005
B0124,P. pyrrhodes,0,5,18,38.8,18.9,83,27.8,08-Jul,9,Sacha Huasi,2005
HBA43832,P. malaris,0,5,42.7,56.8,,62,7.5,08-Jul,10,Sacha Huasi,2005
B0125,A. melanopezus,0,5,19.2,42.9,23.7,80,32.5,08-Jul,11,Sacha Huasi,2005
B0127,A. melanopezus,0,5,22.1,44.4,20.2,89,34.5,08-Jul,11,Sacha Huasi,2005
AA0275,G. spirurus,1,5,13.5,30.5,17.8,68,12,08-Jul,11,Sacha Huasi,2005
AA0368,G. spirurus,0,5,12.7,29.7,16.9,72,14,08-Jul,11,Sacha Huasi,2005
A0372,T. ardesiacus,0,3,18.8,37.2,17.6,66,17.2,08-Jul,11,Sacha Huasi,2005
A0373,T. caesius,0,3,16.5,37.2,18.6,71,17.5,08-Jul,11,Sacha Huasi,2005
HBA43833,T. furcata,0,3,20.2,34.9,,56,4.5,08-Jul,11,Sacha Huasi,2005
B0126,X. spixii,0,5,31,54.6,20.4,105,36.5,08-Jul,11,Sacha Huasi,2005
B0128,X. spixii,0,5,28.5,56.1,23.9,94,39,08-Jul,11,Sacha Huasi,2005
AA0364,M. axillaris,0,4,16.3,31.7,17,53,8.5,08-Jul,,Sacha Huasi,2005
B0130,G. leucaspis,0,5,17.2,37.1,28.1,74,26.5,09-Jul,6,Sacha Huasi,2005
AA0354,G. spirurus,1,5,,,,,13.2,09-Jul,6,Sacha Huasi,2005
AA0369,G. spirurus,0,5,14,30.5,15.9,73,15.4,09-Jul,6,Sacha Huasi,2005
AA0248,L. coronata,1,3,8,25.6,14,61,9,09-Jul,6,Sacha Huasi,2005
AA0370,M. axillaris,0,3,15,30.2,14.7,55,8.9,09-Jul,6,Sacha Huasi,2005
AA0371,M. axillaris,0,3,14.4,30.2,15.7,55,9,09-Jul,6,Sacha Huasi,2005
B0131,P. ruficaudatus,0,5,19.7,43.3,24.2,90,36,09-Jul,6,Sacha Huasi,2005
A0374,P. rufiventris,0,3,15.5,32.3,12.6,56,13.5,09-Jul,6,Sacha Huasi,2005
A0375,T. ardesiacus,0,4,16.2,36.6,19.2,75,20.3,09-Jul,6,Sacha Huasi,2005
A0373,T. caesius,1,3,,,,,16.6,09-Jul,6,Sacha Huasi,2005
B0132,G. leucaspis,0,5,17.2,38.2,26.9,76,26,09-Jul,7,Sacha Huasi,2005
AA0374,G. spirurus,0,5,10.5,28,17.2,66,11.5,09-Jul,7,Sacha Huasi,2005
A0376,H. poecilinota,0,4,19,37.6,23.5,64,18.2,09-Jul,7,Sacha Huasi,2005
AA0304,L. coronata,1,3,7.8,24.2,14.6,60,8.5,09-Jul,7,Sacha Huasi,2005
AA0372,L. coronata,0,4,8.9,27.3,15.1,57,9.5,09-Jul,7,Sacha Huasi,2005
AA0373,L. coronata,0,4,10.8,25.8,13.5,60,9.2,09-Jul,7,Sacha Huasi,2005
AA0375,L. coronata,0,4,10.2,25.1,13.1,58,9.6,09-Jul,7,Sacha Huasi,2005
A0377,M. manacus,0,4,12.8,30.7,20.4,54,18.3,09-Jul,7,Sacha Huasi,2005
B0133,S. caudacutus,0,5,23.7,46.2,21.4,95,36.2,09-Jul,7,Sacha Huasi,2005
AA0376,M. hauxwelli,0,4,13.2,32.2,20.3,56,13,09-Jul,8,Sacha Huasi,2005
HBA43834,P. malaris,0,5,42.5,57.8,,62,7,09-Jul,8,Sacha Huasi,2005
B0072,P. ruficaudatus,1,3,22.5,43.4,22,90,38.1,09-Jul,8,Sacha Huasi,2005
A0378,N. brunnea,0,5,28.3,48.9,13.5,66,18.7,09-Jul,9,Sacha Huasi,2005
HBA43835,C. largipennis,0,0,32.7,46.3,,76,9.1,09-Jul,10,Sacha Huasi,2005
A0379,N. brunnea,0,5,26.4,45.6,13.3,63,17.3,09-Jul,10,Sacha Huasi,2005
B0129,T. surinamus,0,4,15.9,32.6,18,77,18.2,09-Jul,NW,Sacha Huasi,2005
A0380,H. poecilinota,0,4,16.1,37.2,27.2,64,18,10-Jul,6,Sacha Huasi,2005
A0382,H. poecilinota,0,4,18,37,22.7,64,16.7,10-Jul,6,Sacha Huasi,2005
B0134,H. rubica,0,4,15,41.3,24.3,88,34.8,10-Jul,6,Sacha Huasi,2005
B0075,N. brunnea,1,5,28.1,47.7,15.6,63,15.8,10-Jul,6,Sacha Huasi,2005
B0135,P. ruficaudatus,0,5,22.7,46.2,18.8,92,37.1,10-Jul,6,Sacha Huasi,2005
A0381,C. torquata,0,5,16.5,34.9,24.5,73,18.3,10-Jul,7,Sacha Huasi,2005
AA0377,G. spirurus,0,5,12.2,30.4,20.4,64,13,10-Jul,7,Sacha Huasi,2005
AA0379,G. spirurus,0,5,13.3,30.2,11,66,12,10-Jul,7,Sacha Huasi,2005
A0383,H. poecilinota,0,3,19.6,37.7,22.4,71,18,10-Jul,7,Sacha Huasi,2005
AA0378,L. coronata,0,4,10.1,25.9,13.2,58,14.3,10-Jul,7,Sacha Huasi,2005
A0384,M. barbatus,0,5,12.2,31.3,12.1,63,11.5,10-Jul,7,Sacha Huasi,2005
B0137,N. brunnea,0,5,28,46.5,15.6,63,17.4,10-Jul,7,Sacha Huasi,2005
HBA43830,P. malaris,1,5,,,,,7,10-Jul,7,Sacha Huasi,2005
B0136,P. ruficaudatus,0,5,21.9,48.1,21.5,96,39.1,10-Jul,7,Sacha Huasi,2005
HBA43836,P. bourcieri,0,5,31.6,43.3,,60,4.5,10-Jul,9,Sacha Huasi,2005
A0385,P. erythrocephala,0,4,11.1,22.8,13.1,62,12.5,10-Jul,9,Sacha Huasi,2005
AA0264,L. coronata,1,3,10.7,24.7,12.3,60,8.3,10-Jul,10,Sacha Huasi,2005
AA0380,L. coronata,0,4,10.5,26.3,12.2,55,10.1,10-Jul,10,Sacha Huasi,2005
AA0259,M. oleagineus,1,5,12.6,22.9,11,58,9.5,10-Jul,10,Sacha Huasi,2005
A0386,P. erythrocephala,0,4,11.4,22.8,12.8,64,13,10-Jul,10,Sacha Huasi,2005
AA0381,G. spirurus,0,5,10.3,29.2,17.3,71,14.3,13-Jul,6,Paushi,2005
A0387,M. manacus,0,4,10.9,30.5,21.6,58,16.5,13-Jul,6,Paushi,2005
A0024,S. naevia,1,5,23.2,43.5,24.8,69,21.2,13-Jul,6,Paushi,2005
B0008,X. spixii,1,5,30.9,56.3,18.6,95,37,13-Jul,6,Paushi,2005
HBA43837,C. largipennis,0,5,28.7,44.1,,81,10,13-Jul,7,Paushi,2005
C1263,P. erythroptera,0,4,21.8,43.8,30.9,90,50.5,13-Jul,7,Paushi,2005
AA0382,L. coronata,0,4,8.6,26.7,16.6,60,10.5,13-Jul,8,Paushi,2005
AA0383,L. coronata,0,4,11,27.5,13.1,58,11,13-Jul,8,Paushi,2005
AA0384,G. spirurus,0,5,12.2,28.5,15.3,67,12.5,13-Jul,9,Paushi,2005
AA0385,G. spirurus,0,5,12,29.7,17.8,69,14,13-Jul,9,Paushi,2005
AA0386,L. coronata,0,4,8.6,24.7,17.1,61,10,13-Jul,9,Paushi,2005
A0388,P. erythrocephala,0,3,11.3,28,14.6,61,12.8,13-Jul,9,Paushi,2005
A0389,M. marginatus,0,5,19.3,38.8,20.7,58,19.2,13-Jul,10,Paushi,2005
HBA43838,P. malaris,0,5,41,57.4,,59,6,13-Jul,10,Paushi,2005
A0120,C. torquata,1,5,12.3,33.3,27.7,69,15.2,14-Jul,6,Paushi,2005
